baciare    verb      Si sono baciati appassionatamente sotto la luce della luna.
conoscere    verb      So suonare il pianoforte.
conoscere    verb      Sai dove si trova la biblioteca ?
  sdraiare     verb      Posano la tavola per cena.
imparare     verb      Stanno imparando a suonare la chitarra.
lasciare     verb      Lasciami aiutarti con le tue borse.
lasciare     verb      Per favore fammi sapere se hai bisogno di aiuto.
mappare    verb      Lo scienziato sta mappando il cervello umano.
commercializzare     verb      L'azienda sta commercializzando un nuovo prodotto.
sposare    verb      Si sono sposati in una bellissima cerimonia sulla spiaggia.
sposare    verb      Sono felicemente sposati da 10 anni.
sottratto    verb      È stato accusato di sottrarre fondi aziendali.
modellare    verb      L'architetto sta modellando il nuovo edificio in un software per computer.
muovere    verb      Si è trasferito in una nuova città per lavoro.
muovere    verb      Ha spostato il vaso al centro del tavolo.
falciare     verb      Sta falciando l'erba nel giardino.
necessitare    verb      Ho bisogno di una penna per scrivere la lettera.
necessitare    verb      Hanno bisogno di aiuto con la scatola pesante.
necessitare    verb      Abbiamo bisogno di comprare generi alimentari per cena.
allattare    verb      Lui sta allattando la sua gamba ferita.
ossessionare     verb      Non ossessionarti per piccoli errori.Vai avanti.
offendere    verb      Non volevo offenderti.
sovrapporsi    verb      I due cerchi si sovrappongono l'uno con l'altro.
sovrapporsi    verb      Il suo orario di lavoro si sovrappone al mio.
sovrapporsi    verb      La trama del film si sovrappone alla trama del libro.
sovrapporsi    verb      Le date dei due eventi si sovrappongono.
travolgere     verb      Era travolta dalla gioia quando ha vinto la competizione.
travolgere     verb      È stata travolta dalla sorpresa inaspettata.
possedere    verb      Io possiedo una macchina e una casa.
possedere    verb      Lei possiede una azienda di successo.
dipingere    verb      Sta dipingendo le pareti della sua casa.
rattoppare     verb      Ha rattopparato con cura il buco nei suoi jeans.
accarezzare    verb      Stava accarezzando il cane nel parco.
trafiggere     verb      Ha trafiggito il suo orecchio con un ago.
ammucchiare    verb      I bambini stanno ammucchiando la sabbia per costruire un castello.
compatire    verb      Non compatirmi, posso gestire questa situazione.
pianificare    verb      Stanno pianificando una festa di compleanno a sorpresa.
giocare    verb      Lei suona il pianoforte magnificamente.
praticare    verb      Stanno praticando per la partita di calcio.
fingere    verb      Ha fingito di essere malato per saltare la scuola.
promuovere     verb      È stata promossa a una posizione manageriale.
proteggere     verb      Indossare un casco può proteggerti da lesioni alla testa.
qualificare    verb      Sto lavorando per qualificarmi alla maratona.
piovere    verb      Fuori sta piovendo, quindi dovremmo restare al chiuso.
ragionare    verb      Posso vedere entrambi i lati dell'argomento e ragionarci.
ricordare    verb      Si è ricordata degli eventi di quel fatidico giorno.
riconsiderare    verb      Sta riconsiderando le sue scelte di carriera.
reclutare    verb      È stata reclutata da una società di prim'ordine.
reclutare    verb      L'esercito sta reclutando nuovi soldati.
rimpiangere    verb      Lamentano di non aver viaggiato di più quando erano più giovani.
rimborsare     verb      Ha promesso di rimborsarmi per l'oggetto danneggiato.
rimborsare     verb      Si prega di inviare le ricevute per essere rimborsati.
rilassare    verb      Mi piace rilassarmi leggendo un libro.
rimuovere    verb      La macchia può essere rimossa con un detergente per macchie.
ricercare    verb      Al momento sta ricercando nuove opzioni di trattamento del cancro.
ricercare    verb      Stanno ricercando la storia delle antiche civiltà.
dimettere    verb      Si è dimessa con rammarico dalla sua posizione.
trattenere     verb      La polizia si è trattenuta il sospetto con le manette.
ricompensare     verb      Si è ricompensata con una vacanza rilassante.
ricompensare     verb      Voglio ricompensarmi con una scorpacciata di shopping.
arrotondare    verb      Gira l'angolo e scompare dalla vista.
cicatrizzare     verb      L'evento traumatico lo ha cicatrizato per tutta la vita.
spaventare     verb      Non voglio spaventarti, ma c'è qualcosa dietro di te.
schermare    verb      Schermareà il film al festival del cinema.
schermare    verb      Stasera proietteranno un documentario.
sedere     verb      Per favore, siediti nell'area d'attesa.
sedere     verb      Lei sempre siede i suoi ospiti al tavolo anteriore.
sedere     verb      L'assistente di volo ci ha chiesto di sederci rapidamente.
sedere     verb      Hanno deciso di sederci nella parte posteriore del teatro.
scuotere     verb      Lei scuote la bottiglia per mescolare gli ingredienti.
scuotere     verb      Per favore, scuoti bene prima di aprire la bottiglia.
radere     verb      Il mio rasoio elettrico rende la rasatura veloce e facile.
mostrare     verb      Puoi mostrarmi la strada per la stazione ?
  sedere     verb      Lui si siede tranquillamente nell'angolo.
sedere     verb      Per favore, siediti e mettiti a tuo agio.
sedere     verb      Mi siedo sempre nella parte posteriore della classe.
rallentare     verb      L'auto davanti a me si è rallentata improvvisamente.
sgattaiolare     verb      Passano furtivamente oltre la guardia senza essere notati.
speculare    verb      Stanno speculando sulla causa dell'incidente.
accelerare     verb      L'auto sta andando a tutta velocità sull'autostrada.
spendere     verb      Trascorro molto tempo studiando.
spendere     verb      Passa i suoi fine settimana a fare escursioni in montagna.
diffondere     verb      Lei stende una coperta sull'erba.
spiare     verb      Sono stati spiati dagli agenti nemici.
spremere     verb      La folla si stringe nella piccola stanza.
pugnalare    verb      È stata pugnalata durante la rapina.
pugnalare    verb      La vittima è stata pugnalata brutalmente più volte.
chinare    verb      Non chinarti troppo in basso, resta sempre eretto.
fermare    verb      Dovrebbero smettere di inquinare l'ambiente.
fermare    verb      Per favore fermati di parlare durante il film.
stress     verb      Mi stresso troppo per gli esami.
stress     verb      Lei enfatizza l'importanza dell'esercizio fisico.
stress     verb      Stressano l'importanza del lavoro di squadra.
stress     verb      Egli sottolinea la necessità di una migliore comunicazione.
spogliare    verb      Lei si è spogliata dei suoi vestiti bagnati.
studiare     verb      Stiamo studiando per l'esame finale.
sottomettere     verb      Ho bisogno di sottomettermi la mia domanda oggi.
sostegno     verb      Sostengo il mio amico nella sua decisione.
sostegno     verb      Lei sostiene la sua squadra durante ogni partita.
sostegno     verb      L'organizzazione sostiene le organizzazioni di beneficenza locali.
sostegno     verb      Sostiene la sua famiglia lavorando duro.
sorprendere    verb      Le sue straordinarie opere d'arte non smettono mai di sorprendermi.
circondare     verb      La città è circondata da splendide spiagge.
sintetizzare     verb      Il ricercatore sta sintetizzando dati da diverse fonti.
insegnare    verb      Si è insegnata da sola a suonare il pianoforte.
insegnare    verb      Mi stanno insegnando a nuotare.
ringraziare    verb      Voglio ringraziarti per il tuo aiuto.
stancare     verb      Non stancarti troppo, prenditi delle pause.
viaggiare    verb      Hanno visitato i famosi luoghi di interesse a Parigi viaggiando.
allenare     verb      Dobbiamo allenarci di più per la maratona.
allenare     verb      Stanno allenandosi per diventare ballerini professionisti.
inciampare     verb      Lei è inciampata sulle scale e si è fatta male alla caviglia.
guai     verb      Non ti preoccupare, posso occuparmene.
guai     verb      Non vuole guaiare i suoi amici.
fidare     verb      Dovresti fidarti di te stesso e credere nelle tue capacità.
fidare     verb      Ci siamo fidati di lui per completare il progetto in tempo.
avventurare    verb      Abbiamo deciso di avventurarci in città dopo il tramonto.
avventurare    verb      Ha esitato ma alla fine si è avventurata a chiedere aiuto.
riscaldare     verb      Mi piace riscaldarmi le mani vicino al fuoco.
avvertire    verb      Voglio avvertirti del traffico.
sposare    verb      La coppia si è sposata in un matrimonio tradizionale in chiesa.
lavorare     verb      Ho partecipato a un workshop sulla fotografia.
lavorare     verb      Ha organizzato un workshop per grafici lavoratori.
lavorare     verb      Condurranno un laboratorio sul coding.
lavorare     verb      Stiamo organizzando un workshop sul parlare in pubblico.
preoccupare    verb      Non preoccuparti, tutto andrà bene.
preoccupare    verb      Cerca di non preoccuparti delle cose che non puoi controllare.
scrivere     verb      Sta scrivendo un romanzo sull'amore.


astratto     adjective     Non ci perdiamo in discussioni astratte e concentriamoci sulle soluzioni pratiche.
accurato     adjective     Dobbiamo assicurarci che le misurazioni siano accurate.
accurato     adjective     Le informazioni fornite sono accurate e affidabili.
aggiuntivo     adjective     Voleva aggiungere alcune informazioni aggiuntive al rapporto.
amministrativo     adjective     La compagnia ha rigorose politiche amministrative.
amministrativo     adjective     È responsabile per le attività amministrative.
avverso    adjective     Ha affrontato condizioni meteorologiche avverse durante l'escursione.
avverso    adjective     L'azienda ha affrontato condizioni economiche avverse nel mercato.
avverso    adjective     Ha superato molte circostanze avverse nella sua vita.
ambizioso    adjective     È conosciuta per le sue idee ambiziose e innovative.
analitico    adjective     Lei ama analizzare i dati utilizzando tecniche analitiche.
anarchico    adjective     È conosciuto per le sue vedute anarchiche.
antico     adjective     Le antiche rovine di Pompei attirano molti turisti.
antico     adjective     Il libro è uno sguardo affascinante alle civiltà antiche.
antico     adjective     Il museo ha un'ampia collezione di antichi reperti.
fastidioso     adjective     Le continue interruzioni durante il film erano fastidiose.
arbitrario     adjective     Il professore aveva regole arbitrarie in classe.
addormentato     adjective     Amo ascoltare musica mentre mi addormento.
indietro     adjective     La porta dietro della casa è sempre chiusa a chiave.
migliore     adjective     Questo è il miglior film che abbia mai visto.
migliore     adjective     Mi sono divertito tantissimo alla festa di ieri sera.
nero     adjective     Il cielo notturno era ricoperto da nuvole nere.
noioso     adjective     Trovo le lezioni di storia noiose e poco interessanti.
luminoso     adjective     Le stelle sembravano luminose nel cielo notturno.
chiaro     adjective     Le istruzioni sono chiare e facili da capire.
chiuso     adjective     Le porte del museo sono chiuse.
colorato     adjective     La farfalla ha ali colorate e bellissime.
colorato     adjective     Il dipinto aveva pennellate vivaci e colorate.
comodo     adjective     Amo indossare scarpe comode tutto il giorno
cosciente    adjective     È consapevole dell'importanza dell'istruzione.
pazzo    adjective     Ha un'idea pazzesca per una nuova invenzione.
buio     adjective     Il cielo notturno era pieno di nuvole buie.
difensivo    adjective     L'azienda sta adottando misure difensive contro gli attacchi informatici.
sporco     adjective     Il pavimento era coperto di impronte sporche dei piedi.
divisivo     adjective     Preferisco evitare conversazioni divisive.
ubriaco    adjective     Si è pentita di essersi ubriacata alla festa di ieri sera.
ubriaco    adjective     Non mi piace stare intorno a persone ubriache.
secco    adjective     Le foglie sull'albero erano secche e marroni.
orientale    adjective     Il sole sorge all'est.
educativo    adjective     Il museo ha esposizioni interattive che sono sia educative che divertenti.
etico    adjective     È importante fare scelte etiche nella vita.
etnico     adjective     È interessato allo studio delle culture etniche.
esatto     adjective     Ho bisogno delle misure esatte per il vestito.
esotico    adjective     Lei ama viaggiare ed esplorare destinazioni esotiche.
falso    adjective     È stato accusato di vendere borse firmate false.
falso    adjective     Mi ha dato informazioni false sull'evento.
falso    adjective     Non credere a tutto quello che leggi online, alcune informazioni possono essere false.
pochi    adjective     Ci sono solo poche persone nel parco.
finanziario    adjective     Ha preso delle pessime decisioni finanziarie.
finanziario    adjective     L'azienda sta affrontando gravi difficoltà finanziarie.
fondante     adjective     L'università ha commemorato la sua fondazione con una cerimonia speciale.
fritto     adjective     L'odore di cipolle fritte riempiva la cucina.
sfocato    adjective     Amo indossare calze sfocate in inverno.
buono    adjective     È un buon amico che mi sostiene sempre.
aggraziato     adjective     La graziosa postura della ballerina ha affascinato il pubblico.
aggraziato     adjective     La gracieuse gazzella saltò senza sforzo sull'erba alta.
rivoluzionario     adjective     Le sue ricerche rivoluzionarie hanno cambiato radicalmente il campo della medicina.
peloso     adjective     Il vecchio uomo ha le sopracciglia pelose.
peloso     adjective     Devo tagliare le mie gambe pelose.
armonioso    adjective     I bambini hanno suonato melodie armoniose al piano.
eroico     adjective     Le azioni eroiche del supereroe hanno ispirato gli altri a fare del bene.
onorario     adjective     Le è stata conferita una laurea honoris causa dall'università.
caldo    adjective     Amo fare docce calde al mattino.
ibrido     adjective     Le piante ibride producono frutti più grandi e più resistenti.
succoso    adjective     Le arance erano succose e succose, perfette per spremere.
giustificato     adjective     Le sue azioni sono state giustificate date le circostanze.
ultimo     adjective     Ha lasciato la stanza alla fine.
tardi    adjective     Lui consegna sempre i suoi compiti in ritardo.
  quest'ultimo     adjective     Negli ultimi anni della sua carriera, ha ottenuto grande successo.
legittimo    adjective     L'azienda ha legittime preoccupazioni sulla nuova politica.
limitato     adjective     Le opzioni sono limitate, scegli con attenzione.
significa    adjective     Ha detto qualcosa di cattivo su di lui.
mensile    adjective     La rivista viene pubblicata mensilmente.
superflua    adjective     Le inutili argomentazioni hanno solo reso la situazione peggiore.
superflua    adjective     Dovremmo evitare spese superflue per risparmiare denaro.
romanzo    adjective     Il film aveva un colpo di scena romanzesco alla fine.
numeroso     adjective     Ci sono numerose opportunità per imparare cose nuove.
vecchio    adjective     Mia nonna ha una collezione di vecchie fotografie.
scandaloso     adjective     Le battute scandalose del comico hanno fatto ridere il pubblico.
fasullo    adjective     Non credere alle sue promesse fasulle.
fisiologico    adjective     Una dieta equilibrata è essenziale per mantenere le funzioni fisiologiche.
popoloso     adjective     Tokyo è una delle città più popolose del mondo.
pratico    adjective     Lei trova sempre soluzioni pratiche ai problemi.
proattivo    adjective     Prendere misure proattive può prevenire problemi futuri.
produttivo     adjective     Applica strategie produttive nel suo lavoro.
psicologico    adjective     Ha cercato aiuto da uno psicologo
psicotico    adjective     Le sue illusioni psicotiche rendevano difficile per lui distinguere la realtà.
razzista     adjective     È stato criticato per le sue convinzioni razziste.
rosso    adjective     Le fragole mature erano rosse brillanti e succose.
rispettivo     adjective     Gli studenti sono entrati nelle rispettive aule.
rispettivo     adjective     I fratelli hanno ognuno le rispettive responsabilità.
spietato     adjective     È conosciuto per le sue spietate tattiche commerciali.
spietato     adjective     L'azienda ha utilizzato tattiche spietate per eliminare la concorrenza.
sedizioso    adjective     Il governo ha represso le attività sediziose.
stridulo     adjective     Il fischietto emetteva un suono acuto.
stridulo     adjective     Le note alte del violino suonavano stridule.
chiuso     adjective     Lei tiene le sue emozioni chiuse e non le mostra mai.
chiuso     adjective     Ieri sera ho dimenticato di chiudere le tende chiuse.
malato     adjective     Il concerto è stato fantastico! La band era incredibile.
inzuppato    adjective     Le mie scarpe sono bagnate e inzuppate per aver camminato sotto la pioggia.
dispiaciuto    adjective     Mi dispiace per essere arrivato in ritardo alla lezione.
dispiaciuto    adjective     Mi dispiace, non capisco quello che stai dicendo.
dispiaciuto    adjective     Mi dispiace, ho commesso un errore al test.
dispiaciuto    adjective     Mi dispiace, ho dimenticato di portare i compiti a casa.
spazioso     adjective     Amo soggiornare in stanze d'albergo spaziose.
ripido     adjective     Attenzione, le scale sono molto ripide.
sontuoso     adjective     L'hotel offre camere sontuose con splendide viste.
tattico    adjective     La squadra ha utilizzato manovre tattiche per sorprendere i loro avversari.
tecnico    adjective     Devi avere buone competenze tecniche per questo lavoro.
tecnico    adjective     Le specifiche tecniche per questo dispositivo sono dettagliate.
temporaneo     adjective     La società mi ha assunto a tempo determinato durante il periodo di grande affluenza.
tossico    adjective     È importante evitare l'esposizione a sostanze tossiche.
tipico     adjective     Ha le caratteristiche tipiche di un leader.
scomodo    adjective     Indossava delle scarpe troppo strette e scomode.
sfortunato     adjective     Nonostante le sue sfortunate circostanze, è rimasto speranzoso per il futuro.
vizioso    adjective     Il pugile ha lanciato pugni viziati durante il match.
visivo     adjective     Il libro è pieno di illustrazioni visive colorate.
bianco     adjective     Le pareti della stanza sono bianche.
malvagio     adjective     La montagna russa aveva cadute e curve malvagie.
scritto    adjective     Leggo attentamente le istruzioni scritte.
sbagliato    adjective     Mi ha dato le indicazioni sbagliate.
sbagliato    adjective     Mi ha dato le indicazioni sbagliate per il museo.
